"","number_of_peptides_A_3","number_of_peptides_B_3","number_of_peptides_A_1","number_of_peptides_B_2","number_of_peptides_A_2","number_of_peptides_B_1"
"1815",3,5,4,6,5,5
"1816",6,5,6,4,4,4
"1817",4,4,6,6,7,5
"1818",6,2,5,1,6,2
"1819",3,3,6,7,4,5
"1820",5,5,5,5,4,6
"1821",7,1,4,1,6,1
"1822",5,6,8,7,9,7
"1823",7,6,10,6,6,5
"1825",4,7,6,4,4,3
"1826",6,6,7,7,7,8
"1827",7,2,5,3,3,1
"1828",5,7,6,8,7,8
"1829",5,2,7,2,3,2
"1830",7,8,6,7,4,6
"1831",9,4,5,6,6,2
"1832",5,5,4,5,5,5
"1833",4,3,6,7,6,6
"1834",5,8,7,6,6,7
"1835",5,4,1,4,1,4
"1836",6,3,6,2,3,3
"1837",5,7,4,8,5,8
"1838",5,7,6,6,5,6
"1839",8,9,8,7,8,8
"1840",6,5,8,8,8,6
"1841",7,5,2,2,3,6
"1842",5,6,6,6,6,6
"1843",3,5,4,4,4,4
"1844",5,5,7,5,5,7
"1845",4,5,4,2,3,7
"1846",6,7,6,7,5,7
"1847",6,7,6,6,8,7
"1848",2,7,3,4,4,7
"1849",7,6,2,4,7,5
"1850",2,4,5,3,5,5
"1851",6,7,6,6,6,7
"1852",8,1,6,2,6,1
"1853",6,7,5,4,4,4
"1854",5,6,3,4,5,3
"1855",5,5,3,6,7,4
"1856",7,6,6,7,7,8
"1857",2,5,3,5,4,6
"1858",6,6,6,6,7,5
"1859",5,4,2,3,1,1
"1860",6,6,6,6,6,4
"1861",7,6,6,7,9,6
"1862",7,7,9,6,6,6
"1863",5,3,2,5,4,3
"1864",1,7,1,8,1,8
"1865",5,9,4,6,7,6
"1866",7,2,4,3,4,4
"1867",9,5,3,4,4,5
"1868",7,6,5,6,6,4
"1869",6,6,6,5,4,5
"1870",8,8,6,8,7,6
"1871",7,7,4,7,5,5
"1872",3,5,3,5,3,3
"1873",1,6,1,5,1,5
"1874",6,4,4,2,4,3
"1875",7,4,7,2,7,3
"1876",6,7,3,4,4,6
"1877",7,7,4,7,6,5
"1878",7,3,5,7,3,4
"1879",6,5,7,7,8,6
"1880",4,4,4,5,5,5
"1881",5,6,6,4,6,8
"1883",7,8,7,9,8,7
"1884",6,3,6,4,6,2
"1885",6,7,4,3,6,4
"1887",9,6,8,6,7,5
"1888",7,4,7,6,7,8
"1889",7,3,5,3,5,1
"1890",7,4,3,4,3,3
"1891",5,7,4,5,4,5
"1892",6,7,5,6,8,7
"1894",4,5,6,7,4,5
"1895",7,3,5,1,4,1
"1896",7,6,7,8,5,4
"1897",6,7,4,5,2,5
"1898",7,2,7,4,7,2
"1899",6,5,4,3,5,3
"1900",6,4,5,6,7,7
"1901",6,4,5,3,7,4
"1902",5,4,6,6,4,4
"1903",3,5,4,5,2,4
"1904",8,7,7,7,6,6
"1905",6,5,3,4,5,4
"1906",4,8,3,4,4,4
"1907",4,2,5,4,4,6
"1908",5,5,5,3,5,4
"1909",5,7,3,5,6,5
"1910",5,4,7,3,6,4
"1911",6,5,3,5,2,4
"1912",5,4,6,6,5,5
"1913",4,5,5,4,5,6
"1914",4,4,6,4,5,4
"1915",7,6,6,3,7,5
"1917",2,6,3,6,2,7
"1918",4,3,6,3,3,3
"1919",4,6,4,7,7,5
"1920",4,3,4,3,5,5
"1921",3,5,1,6,1,3
"1922",7,8,5,6,5,6
"1923",6,5,3,4,7,4
"1924",5,6,3,5,3,6
"1925",4,7,7,7,6,6
"1926",7,8,5,6,5,5
"1927",4,6,5,5,5,4
"1928",4,6,5,6,4,5
"1929",7,6,5,4,5,4
"1930",7,4,9,5,8,6
"1931",6,6,5,7,6,6
"1932",7,6,3,6,3,8
"1933",5,5,7,6,7,7
"1934",5,4,5,6,6,7
"1935",5,1,6,5,6,5
"1936",6,4,8,4,9,3
"1937",6,4,4,3,3,6
"1938",6,6,6,6,4,3
"1939",7,6,4,4,4,4
"1940",3,8,4,3,3,5
"1941",6,5,5,4,4,3
"1942",7,4,7,4,6,3
"1943",5,4,5,7,6,7
"1947",6,6,5,6,6,5
"1948",3,4,4,4,5,6
"1950",4,5,6,6,7,7
"1951",5,7,4,7,2,6
"1952",6,5,3,5,3,3
"1953",4,2,3,5,6,6
"1954",4,3,3,3,3,3
"1955",8,7,5,5,6,3
"1956",5,4,5,4,7,7
"1957",4,6,6,6,6,4
"1958",5,6,5,4,4,5
"1959",5,4,4,3,7,4
"1960",2,5,5,5,1,3
"1962",4,4,6,5,7,2
"1963",4,5,4,7,6,6
"1964",7,7,4,6,4,5
"1965",5,6,4,5,5,4
"1966",7,7,5,5,5,6
"1967",7,8,6,3,7,6
"1968",7,7,6,4,5,4
"1969",5,3,2,2,1,4
"1970",6,6,6,6,6,6
"1971",6,6,9,5,6,5
"1972",6,6,6,7,5,7
"1973",1,6,4,3,2,5
"1974",5,3,4,2,5,3
"1975",7,3,4,3,4,3
"1976",5,4,4,5,5,5
"1977",6,6,5,4,5,6
"1978",8,5,8,6,7,4
"1979",5,4,4,5,2,4
"1980",7,8,3,5,6,2
"1981",4,6,3,6,3,7
"1982",4,4,4,5,2,7
"1983",4,2,7,5,4,5
"1984",1,8,1,5,1,6
"1986",6,4,5,4,6,2
"1987",7,6,6,6,5,3
"1988",3,6,3,2,1,1
"1989",5,2,5,3,4,4
"1990",5,4,3,5,1,6
"1992",6,5,7,4,3,5
"1993",5,2,6,2,5,2
"1994",7,6,6,6,6,5
"1995",4,3,2,3,3,5
"1996",5,6,7,5,4,5
"1998",6,4,6,6,6,6
"1999",4,2,4,4,4,6
"2000",5,5,5,5,5,5
"2001",5,5,4,3,4,3
"2002",8,3,4,3,6,3
"2004",5,4,4,5,4,4
"2005",5,5,7,6,5,5
"2006",4,3,7,4,5,2
"2007",4,5,2,4,5,5
"2008",6,4,5,5,4,6
"2009",6,5,3,2,3,2
"2010",7,6,4,6,7,7
"2011",9,7,8,6,7,6
"2012",4,6,4,4,5,4
"2013",2,5,5,6,3,4
"2014",3,2,1,5,4,5
"2015",3,3,5,6,6,5
"2016",4,4,4,5,3,4
"2017",3,7,3,2,3,3
"2018",6,6,4,5,6,5
"2019",6,6,5,6,5,7
"2020",7,3,6,5,7,2
"2021",1,7,2,6,2,5
"2022",6,8,6,6,3,8
"2024",4,4,7,1,6,1
"2026",6,4,5,1,5,4
"2027",5,5,4,5,3,5
"2028",4,4,3,2,5,3
"2029",5,6,3,4,4,6
"2030",5,4,4,5,6,4
"2031",3,2,6,1,3,2
"2032",5,3,7,5,5,6
"2033",4,6,5,4,5,8
"2035",3,7,4,7,6,5
"2036",6,3,4,3,4,2
"2037",4,7,5,3,6,6
"2038",5,4,2,5,4,3
"2039",5,6,5,7,3,4
"2040",5,2,4,2,6,1
"2041",4,4,5,5,5,3
"2042",5,7,6,7,7,6
"2044",7,7,7,5,7,5
"2046",6,4,4,3,5,3
"2047",2,5,4,4,4,4
"2049",5,7,3,3,2,3
"2050",6,5,5,5,4,4
"2051",6,5,2,3,5,2
"2052",7,3,3,2,4,3
"2053",2,8,3,3,1,4
"2054",5,1,3,2,3,3
"2055",6,7,7,4,5,2
"2056",6,1,6,2,5,2
"2058",5,1,7,2,6,2
"2059",6,6,4,4,5,5
"2060",4,5,6,3,5,5
"2061",6,3,3,3,6,1
"2062",5,7,4,6,4,5
"2063",6,5,5,3,7,4
"2064",3,4,4,5,3,8
"2065",6,5,5,1,3,1
"2066",4,2,7,2,6,2
"2067",5,7,2,5,3,4
"2068",5,6,4,4,4,4
"2069",6,5,5,7,5,3
"2070",4,5,5,8,5,4
"2072",5,6,2,3,2,5
"2073",5,3,5,3,5,5
"2074",7,6,5,3,8,1
"2075",1,5,2,5,6,6
"2076",4,4,5,5,3,5
"2077",2,6,2,5,3,6
"2079",4,4,3,6,6,4
"2080",2,5,3,4,2,3
"2081",6,7,2,3,4,3
"2082",5,6,7,3,6,4
"2083",7,6,6,5,7,5
"2084",3,7,4,2,5,3
"2086",6,5,6,4,6,1
"2087",6,4,7,5,6,5
"2088",6,3,4,5,4,4
"2089",6,6,5,4,5,4
"2090",6,7,5,7,6,7
"2091",6,6,5,6,5,4
"2092",4,3,7,4,5,3
"2094",5,2,5,2,5,1
"2095",2,7,2,1,3,4
"2096",4,4,5,3,4,5
"2097",3,3,1,3,4,5
"2098",4,6,3,6,4,5
"2099",5,5,3,3,4,3
"2100",2,2,4,3,5,2
"2101",5,5,4,2,5,4
"2102",5,5,6,6,5,6
"2103",6,4,6,5,5,4
"2104",5,6,6,6,4,6
"2106",6,7,2,4,4,4
"2107",4,6,5,5,5,4
"2108",5,7,7,6,6,7
"2109",4,6,5,6,2,6
"2110",7,7,5,8,5,5
"2111",5,7,3,4,3,3
"2112",4,5,4,6,6,5
"2113",4,5,3,3,3,4
"2114",7,6,4,6,5,5
"2115",4,4,5,3,4,5
"2116",6,4,5,5,6,4
"2117",6,7,6,8,6,6
"2118",4,3,4,4,4,2
"2119",4,3,6,6,4,5
"2120",5,3,5,4,1,2
"2121",5,7,4,5,3,4
"2122",4,6,4,5,8,6
"2123",4,3,4,3,2,5
"2124",5,3,4,6,4,5
"2125",5,5,5,5,5,5
"2126",5,6,5,5,5,3
"2127",4,3,3,2,4,3
"2128",4,2,5,2,5,3
"2129",5,6,4,6,7,5
"2130",5,6,4,5,4,5
"2131",5,2,6,2,5,1
"2132",3,5,3,2,1,2
"2133",5,4,6,6,5,5
"2135",4,4,1,3,3,1
"2136",4,6,6,6,4,4
"2137",6,7,5,6,4,6
"2138",5,5,4,3,6,3
"2139",8,4,4,4,4,3
"2140",4,5,3,4,2,4
"2141",7,6,6,4,6,5
"2142",7,4,5,5,8,4
"2143",5,2,5,2,6,2
"2144",4,5,4,5,4,3
"2145",6,5,4,7,5,3
"2146",3,5,4,6,6,6
"2147",5,1,3,5,6,3
"2148",5,3,4,3,4,6
"2149",5,3,6,1,4,3
"2150",5,6,3,3,4,6
"2151",5,3,4,6,5,6
"2152",6,3,2,5,3,6
"2153",2,4,3,3,2,5
"2155",4,7,3,2,5,4
"2156",4,4,4,5,4,7
"2157",4,3,2,4,3,4
"2158",5,5,4,4,2,4
"2159",4,6,3,6,2,2
"2160",6,5,5,1,6,2
"2161",5,5,5,2,4,3
"2162",5,5,3,4,3,2
"2163",8,5,6,7,4,6
"2164",4,3,2,3,7,5
"2165",3,2,4,2,2,2
"2166",4,2,6,4,4,6
"2167",2,3,4,2,3,3
"2168",4,2,2,5,3,3
"2169",6,7,6,6,5,6
"2170",5,8,6,8,5,7
"2172",5,4,5,4,5,3
"2173",6,3,4,2,7,3
"2174",4,4,4,3,7,3
"2175",4,6,4,6,7,6
"2176",5,5,4,5,4,5
"2177",6,7,3,5,3,5
"2178",5,4,3,2,7,4
"2179",5,5,4,4,4,3
"2180",3,6,2,4,4,3
"2181",5,3,4,3,5,2
"2182",4,3,3,3,1,3
"2183",6,5,5,6,5,4
"2184",5,6,6,5,6,7
"2185",3,3,5,3,3,4
"2186",3,4,3,5,4,3
"2187",6,3,6,4,5,5
"2188",5,2,3,2,6,2
"2189",5,6,5,5,3,3
"2190",5,4,6,7,6,4
"2191",4,5,5,3,5,2
"2192",4,5,4,5,4,6
"2193",3,5,4,6,5,3
"2194",4,6,5,6,6,6
"2195",5,3,4,3,5,5
"2197",3,5,3,4,1,4
"2198",5,5,5,6,6,7
"2199",4,5,6,6,5,5
"2201",3,4,4,5,3,6
"2202",4,5,3,5,2,2
"2203",4,6,3,3,3,6
"2204",3,5,5,3,5,5
"2205",2,4,5,5,3,3
"2206",5,3,5,5,5,3
"2207",6,6,5,6,5,4
"2208",7,6,5,4,5,6
"2209",7,3,5,3,4,4
"2210",3,6,5,4,5,4
"2212",2,5,7,3,5,4
"2213",5,6,4,3,6,5
"2214",3,4,2,3,4,5
"2215",7,3,4,4,5,3
"2216",4,5,4,7,4,4
"2217",4,5,4,5,5,4
"2218",3,3,5,5,5,4
"2219",5,4,5,3,3,8
"2220",4,3,4,6,4,5
"2221",2,4,4,2,3,3
"2223",3,5,4,5,3,2
"2225",3,4,5,4,4,5
"2226",5,6,4,6,5,5
"2227",5,5,6,3,5,3
"2229",6,7,7,6,8,7
"2230",5,4,2,3,3,2
"2231",5,2,5,5,4,6
"2233",5,4,5,4,1,4
"2234",4,6,2,5,3,1
"2235",4,4,4,4,4,2
"2236",3,2,6,2,4,4
"2237",3,5,5,3,1,6
"2238",3,7,3,5,5,3
"2239",6,1,6,3,5,3
"2240",4,3,3,7,5,3
"2241",5,5,3,3,4,4
"2242",4,5,5,4,3,4
"2244",5,2,5,1,4,3
"2245",6,7,5,5,6,6
"2246",5,4,3,4,3,5
"2247",3,4,6,4,6,4
"2250",3,2,4,6,5,5
"2251",6,7,5,3,4,5
"2252",7,6,5,2,6,5
"2253",6,7,5,6,6,5
"2254",6,6,3,6,5,7
"2255",3,4,4,4,2,4
"2256",5,7,5,4,5,5
"2257",6,3,4,4,4,4
"2258",5,6,4,5,5,6
"2259",4,3,2,2,3,3
"2260",5,5,4,4,5,3
"2261",7,6,1,3,2,7
"2263",4,6,4,4,4,4
"2264",4,4,4,6,3,2
"2265",5,3,6,5,2,6
"2266",5,4,6,3,3,4
"2267",3,5,3,4,1,3
"2268",6,4,5,4,5,4
"2269",4,3,4,3,2,3
"2270",3,5,5,2,2,4
"2271",4,4,5,3,5,5
"2272",4,4,3,2,5,1
"2273",8,1,3,1,4,1
"2274",4,7,2,2,2,4
"2275",2,7,4,5,4,4
"2276",4,5,2,2,4,2
"2277",5,6,7,4,2,6
"2279",7,6,7,7,6,8
"2280",6,5,3,3,4,5
"2281",3,3,4,3,5,4
"2282",3,3,6,7,4,4
"2283",5,4,4,4,5,3
"2286",5,6,6,6,6,6
"2287",4,5,5,4,4,4
"2289",4,6,4,6,4,5
"2290",5,6,5,6,6,4
"2291",5,3,2,4,3,4
"2293",7,6,7,4,4,6
"2294",2,5,1,6,4,3
"2295",2,4,4,3,4,4
"2296",4,5,5,6,5,5
"2297",6,4,5,2,3,3
"2298",4,4,5,4,4,4
"2299",3,3,2,4,2,4
"2300",3,4,5,4,3,5
"2302",2,2,2,5,2,4
"2303",8,6,6,6,6,6
"2304",3,4,2,4,2,6
"2305",4,4,4,4,3,6
"2306",4,5,4,3,6,4
"2308",5,5,5,3,5,4
"2309",5,3,6,4,5,5
"2310",4,4,6,1,5,4
"2311",2,4,4,4,5,5
"2312",3,2,2,5,2,3
"2313",3,5,4,3,2,6
"2314",5,4,6,5,7,4
"2316",7,3,4,2,3,3
"2317",2,5,3,4,5,5
"2318",7,2,3,2,5,3
"2319",4,3,5,5,1,3
"2320",4,5,3,4,5,5
"2321",3,2,5,4,4,4
"2322",3,3,6,3,2,3
"2323",3,4,1,2,4,2
"2324",4,5,4,2,4,6
"2325",4,4,3,4,5,3
"2326",5,4,4,3,2,5
"2327",6,3,1,4,4,3
"2328",4,5,2,4,4,5
"2330",5,4,5,6,5,4
"2331",4,6,6,6,5,2
"2332",4,4,4,5,4,4
"2333",2,4,3,6,1,5
"2334",4,5,4,3,2,2
"2335",5,5,7,5,5,2
"2336",6,4,5,5,6,4
"2337",5,4,7,3,4,4
"2338",5,6,4,2,2,3
"2339",2,7,3,2,4,3
"2340",4,3,5,4,7,5
"2341",2,4,4,5,4,4
"2342",6,2,6,1,4,2
"2343",5,4,2,4,4,5
"2344",2,4,2,2,2,4
"2345",3,4,3,3,3,4
"2346",2,4,2,1,3,3
"2347",6,5,4,3,5,6
"2348",5,5,6,4,5,3
"2349",5,5,5,3,3,5
"2350",2,2,4,3,5,4
"2351",5,6,4,5,4,4
"2352",5,5,4,5,6,7
"2353",5,2,4,2,5,5
"2355",6,4,5,3,5,4
"2356",5,4,5,5,6,5
"2357",3,3,2,3,2,2
"2358",4,3,4,2,5,2
"2359",3,4,3,2,3,3
"2361",4,4,4,6,2,6
"2362",3,1,6,3,3,4
"2363",3,5,3,4,4,4
"2364",3,3,3,6,2,4
"2365",5,5,3,4,3,2
"2366",3,5,5,4,4,4
"2367",4,4,5,6,4,3
"2368",5,3,4,4,4,5
"2369",5,3,4,4,4,4
"2370",2,5,2,4,1,7
"2371",4,4,2,4,1,3
"2372",4,4,5,4,3,3
"2373",3,4,2,2,4,2
"2374",5,5,4,3,4,3
"2375",6,3,4,2,5,1
"2376",2,5,2,2,2,3
"2377",3,3,4,3,4,4
"2378",1,4,4,1,4,3
"2379",4,3,4,2,2,2
"2380",5,6,2,4,3,2
"2381",5,5,4,3,3,5
"2382",4,5,5,6,5,4
"2383",3,3,5,5,4,4
"2384",3,4,3,3,4,3
"2385",3,6,4,4,3,2
"2386",6,2,3,3,4,4
"2387",4,5,4,4,4,4
"2388",5,2,6,1,4,1
"2389",5,5,4,6,3,4
"2390",4,5,2,6,2,4
"2391",5,6,5,6,4,6
"2392",3,3,4,2,3,3
"2393",2,4,1,3,3,4
"2394",4,3,3,4,4,4
"2395",5,4,1,5,3,3
"2396",4,1,6,1,4,1
"2397",4,4,2,2,3,4
"2398",4,4,2,4,1,2
"2399",5,5,6,6,5,6
"2401",3,4,3,6,3,3
"2402",5,5,2,3,2,4
"2403",6,1,7,1,4,1
"2404",5,4,4,3,4,5
"2405",4,6,4,5,4,2
"2406",4,3,4,4,3,4
"2407",3,4,3,4,4,3
"2408",3,3,3,3,3,4
"2409",4,5,1,3,3,2
"2410",4,6,2,3,4,3
"2411",4,4,3,4,5,3
"2412",6,3,4,3,4,4
"2413",5,2,7,2,5,3
"2414",2,3,5,4,4,5
"2415",4,4,4,3,4,3
"2416",6,7,5,5,6,7
"2417",5,4,4,5,3,4
"2418",5,3,5,1,4,2
"2420",5,2,3,2,4,3
"2421",4,3,5,4,5,5
"2422",3,5,2,5,2,4
"2423",5,4,5,5,5,4
"2425",3,4,3,3,2,3
"2426",2,2,2,3,3,4
"2428",5,5,6,6,4,5
"2429",3,3,4,3,1,3
"2430",3,3,2,1,3,4
"2431",4,3,3,4,2,3
"2433",5,5,5,5,5,4
"2434",4,6,2,2,3,4
"2435",4,5,3,4,3,4
"2436",4,4,4,5,3,4
"2437",5,5,4,4,3,5
"2438",6,5,3,5,4,5
"2439",5,4,2,2,5,4
"2440",4,4,4,5,3,5
"2441",5,4,4,3,4,4
"2442",4,6,2,4,2,3
"2443",5,5,4,7,5,6
"2444",4,5,3,3,4,3
"2445",3,5,2,4,4,3
"2446",6,3,4,4,3,4
"2447",5,4,3,4,2,2
"2449",3,4,3,4,4,3
"2450",4,3,6,4,5,5
"2451",2,4,3,5,4,2
"2453",2,5,1,4,1,5
"2454",4,1,4,1,2,1
"2456",5,3,5,4,5,4
"2457",3,2,3,3,3,3
"2459",4,3,4,4,5,4
"2460",2,6,4,2,3,2
"2461",4,3,7,2,4,3
"2462",2,4,2,4,1,4
"2463",4,2,5,2,5,3
"2465",4,2,5,3,3,4
"2466",4,2,3,4,2,2
"2467",4,5,3,3,4,3
"2468",5,6,3,4,3,4
"2469",5,4,5,6,5,6
"2470",4,3,4,4,3,5
"2471",4,4,4,4,4,5
"2472",5,4,3,3,3,3
"2473",5,5,2,4,3,3
"2474",3,5,3,3,3,4
"2475",4,4,3,6,5,4
"2477",4,5,1,4,3,3
"2479",2,4,4,3,3,3
"2480",3,3,3,2,3,2
"2481",6,7,5,6,6,6
"2482",5,2,6,2,4,3
"2484",5,4,3,3,1,1
"2485",4,3,2,6,4,2
"2486",5,3,6,4,4,5
"2487",4,2,5,1,6,3
"2488",3,4,3,4,6,5
"2490",4,4,3,3,3,4
"2491",6,7,7,6,7,7
"2492",4,4,4,5,4,3
"2493",5,7,4,4,3,3
"2494",3,3,4,3,4,5
"2495",4,6,3,6,4,4
"2496",2,4,2,5,2,3
"2497",4,3,3,3,3,2
"2499",4,3,2,3,3,4
"2500",3,5,3,2,5,3
"2501",5,2,2,3,3,3
"2502",4,6,6,5,4,4
"2504",5,1,4,2,5,3
"2505",4,4,4,4,4,2
"2506",5,5,4,4,4,4
"2507",1,4,1,4,1,2
"2508",5,6,3,4,5,3
"2509",2,4,3,3,5,5
"2510",3,1,4,1,1,1
"2511",4,5,2,3,2,3
"2512",3,4,3,3,3,5
"2513",4,5,3,5,4,2
"2514",5,6,5,5,5,5
"2515",5,2,4,3,4,3
"2517",2,2,3,2,3,1
"2518",5,6,4,6,3,6
"2519",4,1,2,2,5,4
"2520",2,3,2,2,2,2
"2521",3,3,3,4,2,2
"2522",4,5,5,6,5,5
"2523",3,4,5,4,4,3
"2524",5,3,3,3,1,3
"2525",3,1,1,4,2,6
"2526",3,6,4,4,3,6
"2527",7,2,7,3,4,2
"2528",4,5,5,5,4,2
"2529",2,4,3,1,1,2
"2530",4,5,4,4,3,3
"2531",5,4,2,5,4,3
"2532",3,4,6,5,4,5
"2533",4,5,1,2,1,3
"2534",2,6,1,1,5,2
"2535",3,6,5,5,4,5
"2536",2,5,2,2,2,2
"2537",3,4,2,3,3,5
"2538",3,4,5,4,5,5
"2539",2,4,3,4,2,3
"2540",3,4,5,5,4,5
"2542",3,5,5,3,4,5
"2543",6,4,3,5,3,4
"2544",3,3,5,1,4,2
"2545",5,5,4,4,5,4
"2546",3,4,2,5,2,4
"2547",3,5,5,3,4,3
"2548",3,4,4,4,3,4
"2549",3,5,4,4,4,4
"2550",5,5,5,5,4,5
"2551",5,3,3,2,3,3
"2552",3,2,5,4,3,3
"2553",4,4,6,3,4,3
"2554",6,3,4,2,3,2
"2555",5,3,4,4,5,1
"2556",3,2,4,2,4,1
"2557",5,4,3,6,3,6
"2558",3,5,4,3,3,5
"2559",5,3,4,3,5,2
"2560",5,4,3,4,4,3
"2561",2,3,2,2,3,3
"2562",2,6,3,4,2,6
"2563",3,4,4,4,4,3
"2564",1,5,2,4,2,3
"2565",4,5,3,3,4,5
"2568",5,5,4,6,6,6
"2570",2,2,4,3,5,2
"2571",3,3,2,5,4,4
"2572",6,5,6,6,4,7
"2574",3,5,4,3,4,4
"2576",1,4,1,2,1,4
"2577",4,3,4,4,3,3
"2578",2,3,2,3,3,1
"2579",5,3,6,2,5,3
"2580",4,2,5,2,5,2
"2581",3,3,3,2,4,3
"2582",3,3,3,4,2,3
"2583",2,3,3,5,4,1
"2584",4,5,3,4,4,4
"2585",4,6,4,5,5,6
"2586",2,3,2,3,2,3
"2587",3,4,4,3,4,4
"2588",3,6,4,4,4,2
"2590",3,3,4,5,3,5
"2591",5,5,3,4,4,2
"2592",5,4,2,4,4,4
"2594",5,3,2,2,4,2
"2595",5,5,5,4,4,5
"2597",4,3,3,1,3,4
"2598",5,4,6,5,4,3
"2601",4,2,3,3,2,3
"2602",3,3,3,3,1,5
"2603",4,4,3,5,3,5
"2604",2,3,3,1,3,5
"2605",2,2,2,2,2,5
"2606",5,1,1,6,4,3
"2608",6,5,5,7,6,7
"2610",2,3,2,5,1,4
"2611",3,4,1,2,2,3
"2612",5,2,2,2,3,2
"2614",3,5,2,4,2,5
"2615",5,5,5,5,6,6
"2617",1,3,1,3,1,5
"2618",4,5,1,3,3,2
"2619",3,2,3,3,5,3
"2620",3,5,6,4,6,5
"2621",5,4,5,1,5,1
"2623",4,5,5,3,3,5
"2624",5,4,4,3,6,3
"2625",3,3,4,5,3,5
"2626",2,2,1,3,1,4
"2627",3,3,5,3,5,3
"2629",5,3,3,1,1,3
"2630",3,3,4,3,4,4
"2632",4,5,5,5,5,5
"2633",2,2,3,3,3,3
"2634",5,2,1,4,2,4
"2635",5,5,1,2,2,2
"2636",4,4,6,4,4,4
"2640",3,2,2,1,4,1
"2641",3,3,4,2,5,4
"2642",4,3,4,4,3,1
"2643",2,3,3,1,3,3
"2644",3,3,4,5,4,1
"2645",5,1,3,2,5,2
"2646",3,1,3,4,3,3
"2647",4,1,4,1,3,2
"2648",4,3,2,1,5,2
"2649",3,4,2,4,4,3
"2651",5,4,4,4,4,2
"2652",5,4,2,3,4,5
"2653",3,2,3,3,3,2
"2654",2,4,3,3,2,6
"2655",4,3,2,2,4,1
"2656",5,5,5,5,6,5
"2657",3,4,4,4,3,2
"2658",3,3,5,2,3,4
"2661",1,3,1,5,1,3
"2662",4,4,2,3,5,2
"2663",5,3,5,5,4,3
"2664",2,5,2,3,2,2
"2665",5,2,6,2,6,3
"2666",4,2,3,3,2,2
"2667",5,5,5,5,5,4
"2668",4,2,4,2,2,3
"2670",4,2,2,2,3,1
"2671",4,4,5,3,5,4
"2672",3,5,4,4,4,6
"2673",3,3,4,3,4,4
"2674",3,3,4,3,4,4
"2675",3,4,5,5,4,6
"2678",4,5,3,5,4,4
"2679",3,1,4,3,4,2
"2682",1,2,3,4,4,3
"2683",3,4,2,3,3,4
"2684",5,4,3,3,3,3
"2685",4,2,4,4,2,3
"2687",3,3,5,4,3,2
"2688",5,5,5,4,5,4
"2689",3,5,2,2,2,2
"2690",2,4,1,3,3,2
"2691",4,3,2,4,4,1
"2693",4,6,6,4,5,5
"2696",4,4,4,3,2,1
"2697",5,7,5,5,5,5
"2698",6,2,2,1,3,5
"2699",3,4,3,1,1,3
"2700",5,4,3,3,3,4
"2701",2,7,3,4,3,4
"2702",4,4,3,4,4,3
"2703",6,2,2,2,3,3
"2704",3,2,3,3,2,5
"2705",5,4,4,4,6,4
"2706",3,3,3,4,3,3
"2707",4,3,5,4,5,4
"2708",2,5,3,4,1,5
"2709",4,5,3,4,4,3
"2710",5,3,4,4,3,4
"2711",4,4,3,3,3,3
"2712",2,2,3,2,4,2
"2713",3,4,3,5,1,3
"2715",5,2,2,2,2,2
"2716",3,4,4,3,3,2
"2717",4,5,4,4,5,6
"2718",4,4,5,2,4,2
"2719",1,2,2,1,4,4
"2720",3,1,4,3,3,6
"2721",2,4,3,2,3,3
"2722",3,2,4,3,3,5
"2723",3,4,2,5,2,5
"2725",2,3,4,3,3,3
"2726",5,3,6,5,4,5
"2727",5,2,5,2,6,2
"2728",4,4,4,4,4,4
"2729",3,4,6,4,5,6
"2730",4,4,4,3,4,3
"2731",5,5,5,4,5,3
"2732",4,2,5,3,1,3
"2733",6,4,4,4,4,4
"2734",4,1,4,1,4,1
"2735",4,5,4,2,3,2
"2736",3,2,2,4,4,2
"2737",5,3,2,3,2,2
"2738",5,4,3,4,4,4
"2740",4,3,2,5,4,1
"2741",6,5,5,4,4,3
"2742",2,1,1,4,1,1
"2743",6,5,6,5,5,4
"2744",3,3,3,2,4,1
"2745",4,2,5,4,4,5
"2746",4,2,4,3,3,4
"2747",4,4,3,4,1,5
"2748",2,3,5,1,4,3
"2749",4,3,2,4,1,2
"2750",4,4,3,2,3,3
"2751",1,5,1,3,2,3
"2752",4,2,5,1,4,4
"2753",1,2,4,1,3,6
"2754",4,4,3,4,5,4
"2756",3,2,3,2,3,4
"2757",2,5,3,4,2,2
"2758",4,3,3,3,3,4
"2759",3,3,3,3,1,2
"2760",2,3,4,2,3,4
"2761",3,4,4,2,3,4
"2762",4,2,3,3,2,3
"2763",3,3,3,3,2,5
"2764",2,4,2,1,4,2
"2765",3,5,3,2,4,4
"2768",5,1,4,1,3,1
"2769",2,3,5,2,2,1
"2770",4,2,5,3,5,5
"2771",4,2,3,2,5,1
"2772",2,4,4,3,1,2
"2773",3,4,3,3,3,4
"2774",2,3,2,3,2,3
"2775",3,1,3,1,2,1
"2776",3,5,4,4,3,4
"2777",3,3,3,3,3,3
"2778",4,4,3,1,2,1
"2779",5,5,3,1,3,3
"2782",5,2,3,2,3,3
"2783",3,2,4,3,3,3
"2784",5,4,3,4,6,5
"2785",3,5,1,5,3,1
"2786",5,5,5,4,4,4
"2787",4,4,5,5,4,5
"2788",5,3,5,4,3,3
"2789",1,5,2,1,3,4
"2790",3,5,2,5,3,2
"2791",4,4,3,2,3,2
"2792",7,5,2,2,4,1
"2793",5,4,3,3,3,2
